file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,,covariances,,,,custom_variables,,,,,,,conditional_eddy_covariance_(H2O),,,,,conditional_eddy_covariance_(CO2),,,
CH-LAE_ec_preproc_10hz_20260523-0600.csv,2026-05-23,06:30,143.271,1,18000,17193,-0.117911E-01,0,0.715574,2,5.12186,1,-0.524657,0,0.115601,1,-0.842020E-02,1,-1.36685,17.9240,-1.65689,0.404546,-0.247846E-02,0.437747E-14,0.109904E-15,0.460971E-17,0.118239E-01,421.876,426.393,10.0000,1,0.296861,10.5920,10.7054,9.70000,0,0.124512E-01,0.444259,0.449015,14.3000,0,291.596,290.619,93136.1,1.11204,1011.22,0.260300E-01,0.749095E-02,0.733261E-02,983.444,1989.58,0.659385E-02,49.4297,1006.14,279.886,-0.527273E-02,-0.164955,0.222359E-01,0.166506,-0.110859E-13,0.370222E-15,0.166506,1.32250,126.472,268.161,7.67443,-9999,0.102972,0.805968E-01,-126.523,-0.175542,0.139710,0.617974E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.984157E-02,1.19809,0.907809,1.13372,4.47297,1.14507,-0.458188,1.14507,0.100955,1.14507,-0.735344E-02,1.14507,800000090,800000090,800000090,800111091,800000090,800000090,899999999,899999999,89999,89999,89,89,4,8,0,19,4,3,0,17192,17192,17192,17192,17192,17192,0,0,17192,31,0.722798E-01,0.440870E-01,0.448266E-01,0.844048E-01,1.21985,0.787717E-01,0.195572E-07,0.807289E-03,-0.120539E-01,0.265591E-02,-0.193453E-06,0.334038,429.677,10.9308,291.445,93339.0,0.230015E-03,0.286782E-03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.524657,-9999
CH-LAE_ec_preproc_10hz_20260523-0630.csv,2026-05-23,07:00,143.292,1,18000,17715,-0.328271E-01,1,30.4468,1,40.1678,1,3.40788,2,0.906181,1,-0.168489E-01,1,-13.9192,47.7581,3.03384,1.07741,-0.243171E-01,-0.665460E-13,-0.182688E-14,-0.657867E-16,0.119097E-01,424.897,429.911,10.0000,1,0.326956,11.6647,11.8024,8.90000,0,0.117738E-01,0.420049,0.425007,10.0000,1,291.220,290.146,93136.1,1.11340,1011.80,0.259964E-01,0.587205E-01,0.808563E-02,1082.67,1930.82,0.726208E-02,56.0732,848.146,281.293,0.667930E-01,-0.173898,0.541050E-01,0.193982,0.144023E-13,-0.558755E-14,0.193982,1.30365,101.567,291.011,16.1956,-9999,0.171708,0.100568,-13.7902,-1.61057,0.757989,0.157400,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.277715E-01,1.18204,29.3960,1.12258,35.4402,1.13340,3.00678,1.13340,0.799526,1.13340,-0.148658E-01,1.13340,800000090,800000091,800000090,800000091,800000190,800000190,899999999,899999999,89999,89999,89,89,3,2,0,9,5,8,0,17715,17715,17715,17715,17715,17715,0,0,17715,31,0.918957E-01,0.480364E-01,0.612033E-01,0.224407,21.0883,0.117688,0.194882E-07,0.260940E-01,0.790849E-01,0.210293E-01,-0.391004E-06,0.334259,433.488,12.0827,292.657,93334.4,0.230810E-03,0.286677E-03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.40788,-9999
not_enough_data,2026-05-23,07:30,143.312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2026-05-23,08:00,143.333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2026-05-23,08:30,143.354,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CH-LAE_ec_preproc_10hz_20260523-0830.csv,2026-05-23,09:00,143.375,1,18000,17765,0.121876,1,116.129,0,57.9634,0,-6.76853,0,1.30856,0,-0.184248E-01,1,-9999,-9999,-9999,-9999,-9999,-0.175934E-12,-0.507665E-14,-0.154297E-15,0.125363E-01,447.247,453.094,7.70000,0,0.361739,12.9055,13.0742,8.50000,0,0.109945E-01,0.392241,0.397369,14.8000,0,292.060,290.868,93136.1,1.11012,1012.50,0.260713E-01,0.847945E-01,0.892001E-02,1197.36,2020.82,0.803514E-02,59.2514,823.455,282.783,-0.723893,-0.340883E-01,0.296520,0.783008,0.704623E-13,-0.140340E-13,0.783008,2.77626,204.991,182.696,22.2520,-9999,0.331338,0.434353,-25.9846,-0.854736,2.00348,0.311818,0,67.7952,-10.2882,23.2719,57.9503,88.3779,123.951,185.702,0.113746,1.07147,114.744,1.04711,54.9163,1.05549,-6.41271,1.05549,1.23976,1.05549,-0.174562E-01,1.05549,800000090,800000091,800000090,811010091,800000090,800010090,899999999,899999999,89999,89999,89,89,1,6,0,26,18,25,0,17765,17765,17765,17765,17765,17765,1,1,17765,31,0.341083,0.251050,0.276573,0.183439,2.64228,0.535793E-01,0.186754E-07,0.102085,-0.169365,0.327432E-01,-0.461034E-06,0.336195,455.725,13.3779,293.543,93373.6,0.231758E-03,0.286637E-03,0.200331,1.10823,0.129814E-01,0.718131E-01,0.180767,2.12599,-8.89452,-6.76853,-0.239022
CH-LAE_ec_preproc_10hz_20260523-0900.csv,2026-05-23,09:30,143.396,1,18000,16964,0.111600,1,186.488,0,204.439,1,10.8785,2,4.61845,1,0.480442E-01,1,20.6018,7.61186,-5.52065,0.171958,-0.767227E-02,-0.262356E-12,-0.776733E-14,-0.228407E-15,0.123810E-01,441.721,447.574,7.70000,0,0.366553,13.0776,13.2509,8.30000,0,0.107789E-01,0.384561,0.389657,9.50000,0,292.782,291.571,93136.1,1.10737,1012.62,0.261358E-01,0.299276,0.901668E-02,1213.26,2112.18,0.814239E-02,57.4414,898.913,282.980,-0.600052,-0.457697,0.399237,0.853779,0.572601E-13,-0.211902E-13,0.853779,3.50554,171.991,217.335,27.8793,-9999,0.317456,0.620645,-14.2319,-1.56058,0.912194,0.523878,0,55.5937,-8.43655,19.0835,47.5206,72.4719,101.643,152.280,0.104607,1.06685,191.375,1.04403,194.261,1.05240,10.3369,1.05240,4.38851,1.05240,0.456522E-01,1.05240,800000090,800000091,800000090,811111191,800000090,800010090,899999999,899999999,89999,89999,89,89,0,7,0,21,6,18,0,16964,16955,16964,16964,16964,16964,2,9,16962,31,0.548505,0.275852,0.416935,0.245831,6.18313,0.773758E-01,0.188535E-07,0.170667,0.273728,0.116211,0.120891E-05,0.336382,450.459,13.6039,294.677,93361.5,0.232896E-03,0.286384E-03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.8785,-9999
CH-LAE_ec_preproc_10hz_20260523-0930.csv,2026-05-23,10:00,143.417,1,18000,17687,0.968734E-01,1,281.735,0,192.779,0,-11.8328,0,4.35810,0,-0.325065E-01,0,21.1193,10.1478,-5.73439,0.229408,0.141110E-01,0.150046E-12,0.458011E-14,0.137227E-15,0.122200E-01,435.967,441.847,7.70000,0,0.373013,13.3078,13.4873,8.20000,0,0.111760E-01,0.398722,0.404099,13.9000,0,293.529,292.294,93136.1,1.10454,1012.76,0.262026E-01,0.282405,0.915204E-02,1234.53,2209.80,0.828583E-02,55.8661,975.271,283.239,-0.979043,-0.574221,0.802736,1.39019,0.537249E-13,0.122787E-13,1.39019,3.50077,178.312,210.392,35.2698,-9999,0.296150,0.661051,-7.64857,-2.90381,1.46144,0.850439,0,52.8644,-8.02237,18.1466,45.1877,68.9141,96.6530,144.804,0.926830E-01,1.04521,286.264,1.02978,185.653,1.03839,-11.3954,1.03839,4.19698,1.03839,-0.313048E-01,1.03839,800000090,811111091,800000090,811111091,800000090,800000090,899999999,899999999,89999,89999,89,89,1,0,0,19,9,19,0,17687,17673,17687,17687,17687,17687,14,0,17673,31,0.403912,0.506682,0.411507,0.330776,2.96942,0.847450E-01,0.191526E-07,0.255906,-0.302600,0.111449,-0.831283E-06,0.336008,444.400,13.8481,295.116,93362.8,0.233678E-03,0.286366E-03,1.05109,3.30701,0.681106E-01,0.214294,0.317837,3.63530,-15.4681,-11.8328,-0.235019
not_enough_data,2026-05-23,10:30,143.437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2026-05-23,11:00,143.458,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2026-05-23,11:30,143.479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CH-LAE_ec_preproc_10hz_20260523-1130.csv,2026-05-23,12:00,143.500,1,18000,17868,0.182824,1,399.272,1,497.326,1,-3.70432,1,11.2842,1,-0.608098E-01,0,-9999,-9999,-9999,-9999,-9999,0.481448E-12,0.137215E-13,0.503249E-15,0.117155E-01,417.955,422.993,7.70000,0,0.333896,11.9119,12.0555,8.10000,0,0.122460E-01,0.436881,0.442148,9.30000,0,297.207,296.087,93136.1,1.09096,1012.08,0.265308E-01,0.731216,0.809065E-02,1105.52,2789.72,0.741608E-02,39.6285,1684.20,281.601,-0.925642,-0.698038,0.567465,1.29070,0.424152E-13,0.410950E-13,1.29070,4.98198,170.694,217.031,26.0820,-9999,0.409366,1.33720,-14.2524,-1.55833,0.802837,0.883351,0,55.2173,-8.37944,18.9543,47.1989,71.9813,100.955,151.249,0.174441,1.04806,418.600,1.03164,478.123,1.04016,-3.56129,1.04016,10.8485,1.04016,-0.584618E-01,1.04016,800000090,800000090,800000090,800111091,800000090,800010090,899999999,899999999,89999,89999,89,89,1,5,0,22,12,1,0,17868,17868,17868,17868,17868,17868,1,1,17868,31,1.29247,0.676745,0.705175,0.669024,1.79383,0.435492,0.190951E-07,0.379119,-0.956190E-01,0.291276,-0.156967E-05,0.335274,425.156,12.5467,297.481,93344.1,0.235853E-03,0.286119E-03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.70432,-9999
CH-LAE_ec_preproc_10hz_20260523-1200.csv,2026-05-23,12:30,143.521,1,18000,17085,0.780651,1,374.796,0,678.414,1,-16.1316,1,15.4066,1,-0.145330,1,26.1221,-42.6552,-2.28937,-0.968688,-0.138815E-02,0.581668E-12,0.152895E-13,0.609442E-15,0.116485E-01,415.622,420.213,7.70000,0,0.306189,10.9249,11.0456,8.00000,0,0.122047E-01,0.435467,0.440277,12.8000,0,298.026,296.996,93136.1,1.08802,1011.57,0.266040E-01,0.998346,0.739989E-02,1014.24,2947.08,0.680122E-02,34.4152,1932.84,280.336,-0.699719,0.349482,0.257551,0.823455,-0.724131E-13,0.499350E-13,0.823455,4.56759,243.704,153.460,18.2262,-9999,0.847049,1.89928,-134.492,-0.165140,0.552459,0.402024,0,91.7953,-13.9303,31.5104,78.4652,119.664,167.831,251.442,0.730431,1.06875,400.455,1.04530,643.861,1.05367,-15.3100,1.05367,14.6219,1.05367,-0.137928,1.05367,800000090,800000090,800000090,811111191,800000090,800010090,899999999,899999999,89999,89999,89,89,6,13,0,7,13,0,0,17085,17085,17085,17085,17085,17085,1,1,17085,31,1.47992,1.47137,0.847283,0.375438,1.39921,0.488751,0.188077E-07,0.363850,-0.411792,0.393284,-0.370983E-05,0.334936,422.586,11.4563,298.096,93334.5,0.236187E-03,0.286066E-03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.1316,-9999
CH-LAE_ec_preproc_10hz_20260523-1230.csv,2026-05-23,13:00,143.542,1,18000,17761,0.418621,0,148.052,0,200.476,1,-7.43576,0,4.55517,1,0.332328E-02,2,15.7470,-28.2933,0.131576,-0.642874,0.364833E-02,0.358783E-12,0.886163E-14,0.379005E-15,0.116535E-01,415.756,420.070,7.70000,0,0.287831,10.2688,10.3753,8.00000,0,0.123103E-01,0.439190,0.443747,10.0000,1,298.515,297.545,93136.1,1.08628,1011.22,0.266476E-01,0.295175,0.694411E-02,953.534,3045.84,0.639253E-02,31.3061,2092.30,279.438,-0.272450,-1.15809,0.442101,1.26920,0.104234E-12,0.307876E-13,1.26920,6.43455,139.252,256.761,20.3853,-9999,0.620781,2.09553,-134.005,-0.165740,0.738503,0.217114,0,77.8856,-11.8194,26.7356,66.5755,101.532,142.400,213.341,0.399172,1.04872,156.104,1.03207,192.657,1.04058,-7.14576,1.04058,4.37752,1.04058,0.319367E-02,1.04058,800000090,800000090,800000090,800000091,800000090,800000090,899999999,899999999,89999,89999,89,89,5,0,0,28,22,16,0,17761,17761,17761,17761,17761,17761,0,0,17761,31,1.86361,1.64119,0.686270,0.228848,0.933106,0.988241E-01,0.187986E-07,0.142110,-0.192387,0.117857,0.859841E-07,0.334892,422.616,10.7788,298.097,93336.3,0.236070E-03,0.285908E-03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.43576,-9999
not_enough_data,2026-05-23,13:30,143.562,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
